Comunidades y Ciudades Autónomas;Nacionalidad;Edad;Periodo;Total
Total Nacional;Ambas nacionalidades;De 45 a 49 años;1975;2,06
Total Nacional;Ambas nacionalidades;50 y más años;2024;0,71
Total Nacional;Ambas nacionalidades;50 y más años;2023;0,6
Total Nacional;Ambas nacionalidades;50 y más años;2022;0,67
Total Nacional;Ambas nacionalidades;50 y más años;2021;0,59
Total Nacional;Ambas nacionalidades;50 y más años;2020;0,47
Total Nacional;Ambas nacionalidades;50 y más años;2019;0,5
Total Nacional;Ambas nacionalidades;50 y más años;2018;0,5
Total Nacional;Ambas nacionalidades;50 y más años;2017;0,44
Total Nacional;Ambas nacionalidades;50 y más años;2016;0,37
Total Nacional;Ambas nacionalidades;50 y más años;2015;0,33
Total Nacional;Ambas nacionalidades;50 y más años;2014;0,34
Total Nacional;Ambas nacionalidades;50 y más años;2013;0,24
Total Nacional;Ambas nacionalidades;50 y más años;2012;0,37
Total Nacional;Ambas nacionalidades;50 y más años;2011;0,31
Total Nacional;Ambas nacionalidades;50 y más años;2010;0,33
Total Nacional;Ambas nacionalidades;50 y más años;2009;0,29
Total Nacional;Ambas nacionalidades;50 y más años;2008;0,31
Total Nacional;Ambas nacionalidades;50 y más años;2007;0,2
Total Nacional;Ambas nacionalidades;50 y más años;2006;0,18
Total Nacional;Ambas nacionalidades;50 y más años;2005;0,21
Total Nacional;Ambas nacionalidades;50 y más años;2004;0,17
Total Nacional;Ambas nacionalidades;50 y más años;2003;0,13
Total Nacional;Ambas nacionalidades;50 y más años;2002;0,13
Total Nacional;Ambas nacionalidades;50 y más años;2001;0,11
Total Nacional;Ambas nacionalidades;50 y más años;2000;0,08
Total Nacional;Ambas nacionalidades;50 y más años;1999;0,06
Total Nacional;Ambas nacionalidades;50 y más años;1998;0,04
Total Nacional;Ambas nacionalidades;50 y más años;1997;0,03
Total Nacional;Ambas nacionalidades;50 y más años;1996;0,03
Total Nacional;Ambas nacionalidades;50 y más años;1995;0,05
Total Nacional;Ambas nacionalidades;50 y más años;1994;0,04
Total Nacional;Ambas nacionalidades;50 y más años;1993;0,14
Total Nacional;Ambas nacionalidades;50 y más años;1992;0,14
Total Nacional;Ambas nacionalidades;50 y más años;1991;0,15
Total Nacional;Ambas nacionalidades;50 y más años;1990;0,17
Total Nacional;Ambas nacionalidades;50 y más años;1989;0,24
Total Nacional;Ambas nacionalidades;50 y más años;1988;0,18
Total Nacional;Ambas nacionalidades;50 y más años;1987;0,18
Total Nacional;Ambas nacionalidades;50 y más años;1986;0,31
Total Nacional;Ambas nacionalidades;50 y más años;1985;0,41
Total Nacional;Ambas nacionalidades;50 y más años;1984;0,4
Total Nacional;Ambas nacionalidades;50 y más años;1983;0,5
Total Nacional;Ambas nacionalidades;50 y más años;1982;0,47
Total Nacional;Ambas nacionalidades;50 y más años;1981;0,44
Total Nacional;Ambas nacionalidades;50 y más años;1980;0,56
Total Nacional;Ambas nacionalidades;50 y más años;1979;0,42
Total Nacional;Ambas nacionalidades;50 y más años;1978;0,45
Total Nacional;Ambas nacionalidades;50 y más años;1977;0,45
Total Nacional;Ambas nacionalidades;50 y más años;1976;0,63
Total Nacional;Ambas nacionalidades;50 y más años;1975;0,73
Total Nacional;Española;De 10 a 14 años;2024;0,05
Total Nacional;Española;De 10 a 14 años;2023;0,05
Total Nacional;Española;De 10 a 14 años;2022;0,05
Total Nacional;Española;De 10 a 14 años;2021;0,05
Total Nacional;Española;De 10 a 14 años;2020;0,05
Total Nacional;Española;De 10 a 14 años;2019;0,05
Total Nacional;Española;De 10 a 14 años;2018;0,05
Total Nacional;Española;De 10 a 14 años;2017;0,07
Total Nacional;Española;De 10 a 14 años;2016;0,07
Total Nacional;Española;De 10 a 14 años;2015;0,07
Total Nacional;Española;De 10 a 14 años;2014;0,09
Total Nacional;Española;De 10 a 14 años;2013;0,09
Total Nacional;Española;De 10 a 14 años;2012;0,08
Total Nacional;Española;De 10 a 14 años;2011;0,09
Total Nacional;Española;De 10 a 14 años;2010;0,08
Total Nacional;Española;De 10 a 14 años;2009;0,08
Total Nacional;Española;De 10 a 14 años;2008;0,12
Total Nacional;Española;De 10 a 14 años;2007;0,09
Total Nacional;Española;De 10 a 14 años;2006;0,11
Total Nacional;Española;De 10 a 14 años;2005;0,1
Total Nacional;Española;De 10 a 14 años;2004;0,11
Total Nacional;Española;De 10 a 14 años;2003;0,11
Total Nacional;Española;De 10 a 14 años;2002;0,1
Total Nacional;Española;De 10 a 14 años;2001;
Total Nacional;Española;De 10 a 14 años;2000;
Total Nacional;Española;De 10 a 14 años;1999;
Total Nacional;Española;De 10 a 14 años;1998;
Total Nacional;Española;De 10 a 14 años;1997;
Total Nacional;Española;De 10 a 14 años;1996;
Total Nacional;Española;De 10 a 14 años;1995;
Total Nacional;Española;De 10 a 14 años;1994;
Total Nacional;Española;De 10 a 14 años;1993;
Total Nacional;Española;De 10 a 14 años;1992;
Total Nacional;Española;De 10 a 14 años;1991;
Total Nacional;Española;De 10 a 14 años;1990;
Total Nacional;Española;De 10 a 14 años;1989;
Total Nacional;Española;De 10 a 14 años;1988;
Total Nacional;Española;De 10 a 14 años;1987;
Total Nacional;Española;De 10 a 14 años;1986;
Total Nacional;Española;De 10 a 14 años;1985;
Total Nacional;Española;De 10 a 14 años;1984;
Total Nacional;Española;De 10 a 14 años;1983;
Total Nacional;Española;De 10 a 14 años;1982;
Total Nacional;Española;De 10 a 14 años;1981;
Total Nacional;Española;De 10 a 14 años;1980;
Total Nacional;Española;De 10 a 14 años;1979;
Total Nacional;Española;De 10 a 14 años;1978;
Total Nacional;Española;De 10 a 14 años;1977;
Total Nacional;Española;De 10 a 14 años;1976;
Total Nacional;Española;De 10 a 14 años;1975;
Total Nacional;Española;De 15 a 19 años;2024;3,36
Total Nacional;Española;De 15 a 19 años;2023;3,5
Total Nacional;Española;De 15 a 19 años;2022;3,84
Total Nacional;Española;De 15 a 19 años;2021;3,98
Total Nacional;Española;De 15 a 19 años;2020;4,36
Total Nacional;Española;De 15 a 19 años;2019;4,72
Total Nacional;Española;De 15 a 19 años;2018;4,92
Total Nacional;Española;De 15 a 19 años;2017;5,58
Total Nacional;Española;De 15 a 19 años;2016;5,89
Total Nacional;Española;De 15 a 19 años;2015;6,2
Total Nacional;Española;De 15 a 19 años;2014;6,42
Total Nacional;Española;De 15 a 19 años;2013;6,67
Total Nacional;Española;De 15 a 19 años;2012;6,94
Total Nacional;Española;De 15 a 19 años;2011;7,23
Total Nacional;Española;De 15 a 19 años;2010;7,94
Total Nacional;Española;De 15 a 19 años;2009;8,6
Total Nacional;Española;De 15 a 19 años;2008;9,3
Total Nacional;Española;De 15 a 19 años;2007;9,16
Total Nacional;Española;De 15 a 19 años;2006;8,89
Total Nacional;Española;De 15 a 19 años;2005;8,59
Total Nacional;Española;De 15 a 19 años;2004;8,37
Total Nacional;Española;De 15 a 19 años;2003;8,31
Total Nacional;Española;De 15 a 19 años;2002;8,08
Total Nacional;Española;De 15 a 19 años;2001;
Total Nacional;Española;De 15 a 19 años;2000;
Total Nacional;Española;De 15 a 19 años;1999;
Total Nacional;Española;De 15 a 19 años;1998;
Total Nacional;Española;De 15 a 19 años;1997;
Total Nacional;Española;De 15 a 19 años;1996;
Total Nacional;Española;De 15 a 19 años;1995;
Total Nacional;Española;De 15 a 19 años;1994;
Total Nacional;Española;De 15 a 19 años;1993;
Total Nacional;Española;De 15 a 19 años;1992;
Total Nacional;Española;De 15 a 19 años;1991;
Total Nacional;Española;De 15 a 19 años;1990;
Total Nacional;Española;De 15 a 19 años;1989;
Total Nacional;Española;De 15 a 19 años;1988;
Total Nacional;Española;De 15 a 19 años;1987;
Total Nacional;Española;De 15 a 19 años;1986;
Total Nacional;Española;De 15 a 19 años;1985;
Total Nacional;Española;De 15 a 19 años;1984;
Total Nacional;Española;De 15 a 19 años;1983;
Total Nacional;Española;De 15 a 19 años;1982;
Total Nacional;Española;De 15 a 19 años;1981;
Total Nacional;Española;De 15 a 19 años;1980;
Total Nacional;Española;De 15 a 19 años;1979;
Total Nacional;Española;De 15 a 19 años;1978;
Total Nacional;Española;De 15 a 19 años;1977;
Total Nacional;Española;De 15 a 19 años;1976;
Total Nacional;Española;De 15 a 19 años;1975;
Total Nacional;Española;De 20 a 24 años;2024;14,13
Total Nacional;Española;De 20 a 24 años;2023;14,75
Total Nacional;Española;De 20 a 24 años;2022;14,91
Total Nacional;Española;De 20 a 24 años;2021;15,2
Total Nacional;Española;De 20 a 24 años;2020;16,4
Total Nacional;Española;De 20 a 24 años;2019;17,27
Total Nacional;Española;De 20 a 24 años;2018;17,51
Total Nacional;Española;De 20 a 24 años;2017;18,62
Total Nacional;Española;De 20 a 24 años;2016;19,25
Total Nacional;Española;De 20 a 24 años;2015;19,8
Total Nacional;Española;De 20 a 24 años;2014;20,14
Total Nacional;Española;De 20 a 24 años;2013;19,75
Total Nacional;Española;De 20 a 24 años;2012;20,82
Total Nacional;Española;De 20 a 24 años;2011;21,58
Total Nacional;Española;De 20 a 24 años;2010;23,23
Total Nacional;Española;De 20 a 24 años;2009;23,78
Total Nacional;Española;De 20 a 24 años;2008;25,37
Total Nacional;Española;De 20 a 24 años;2007;23,9
Total Nacional;Española;De 20 a 24 años;2006;23,64
Total Nacional;Española;De 20 a 24 años;2005;22,73
Total Nacional;Española;De 20 a 24 años;2004;22,8
Total Nacional;Española;De 20 a 24 años;2003;22,49
Total Nacional;Española;De 20 a 24 años;2002;22,15
Total Nacional;Española;De 20 a 24 años;2001;
Total Nacional;Española;De 20 a 24 años;2000;
Total Nacional;Española;De 20 a 24 años;1999;
Total Nacional;Española;De 20 a 24 años;1998;
Total Nacional;Española;De 20 a 24 años;1997;
Total Nacional;Española;De 20 a 24 años;1996;
Total Nacional;Española;De 20 a 24 años;1995;
Total Nacional;Española;De 20 a 24 años;1994;
Total Nacional;Española;De 20 a 24 años;1993;
Total Nacional;Española;De 20 a 24 años;1992;
Total Nacional;Española;De 20 a 24 años;1991;
Total Nacional;Española;De 20 a 24 años;1990;
Total Nacional;Española;De 20 a 24 años;1989;
Total Nacional;Española;De 20 a 24 años;1988;
Total Nacional;Española;De 20 a 24 años;1987;
Total Nacional;Española;De 20 a 24 años;1986;
Total Nacional;Española;De 20 a 24 años;1985;
Total Nacional;Española;De 20 a 24 años;1984;
Total Nacional;Española;De 20 a 24 años;1983;
Total Nacional;Española;De 20 a 24 años;1982;
Total Nacional;Española;De 20 a 24 años;1981;
Total Nacional;Española;De 20 a 24 años;1980;
Total Nacional;Española;De 20 a 24 años;1979;
Total Nacional;Española;De 20 a 24 años;1978;
Total Nacional;Española;De 20 a 24 años;1977;
Total Nacional;Española;De 20 a 24 años;1976;
Total Nacional;Española;De 20 a 24 años;1975;
Total Nacional;Española;De 25 a 29 años;2024;35,7
Total Nacional;Española;De 25 a 29 años;2023;36,89
Total Nacional;Española;De 25 a 29 años;2022;38,06
Total Nacional;Española;De 25 a 29 años;2021;39,97
Total Nacional;Española;De 25 a 29 años;2020;40,6
Total Nacional;Española;De 25 a 29 años;2019;42,57
Total Nacional;Española;De 25 a 29 años;2018;44,57
Total Nacional;Española;De 25 a 29 años;2017;47,59
Total Nacional;Española;De 25 a 29 años;2016;49,95
Total Nacional;Española;De 25 a 29 años;2015;50,8
Total Nacional;Española;De 25 a 29 años;2014;51,54
Total Nacional;Española;De 25 a 29 años;2013;49,92
Total Nacional;Española;De 25 a 29 años;2012;51,76
Total Nacional;Española;De 25 a 29 años;2011;53,69
Total Nacional;Española;De 25 a 29 años;2010;55,24
Total Nacional;Española;De 25 a 29 años;2009;57,06
Total Nacional;Española;De 25 a 29 años;2008;60,7
Total Nacional;Española;De 25 a 29 años;2007;59,11
Total Nacional;Española;De 25 a 29 años;2006;60,74
Total Nacional;Española;De 25 a 29 años;2005;60,22
Total Nacional;Española;De 25 a 29 años;2004;60,61
Total Nacional;Española;De 25 a 29 años;2003;61,67
Total Nacional;Española;De 25 a 29 años;2002;61,09
Total Nacional;Española;De 25 a 29 años;2001;
Total Nacional;Española;De 25 a 29 años;2000;
Total Nacional;Española;De 25 a 29 años;1999;
Total Nacional;Española;De 25 a 29 años;1998;
Total Nacional;Española;De 25 a 29 años;1997;
Total Nacional;Española;De 25 a 29 años;1996;
Total Nacional;Española;De 25 a 29 años;1995;
Total Nacional;Española;De 25 a 29 años;1994;
Total Nacional;Española;De 25 a 29 años;1993;
Total Nacional;Española;De 25 a 29 años;1992;
Total Nacional;Española;De 25 a 29 años;1991;
Total Nacional;Española;De 25 a 29 años;1990;
Total Nacional;Española;De 25 a 29 años;1989;
Total Nacional;Española;De 25 a 29 años;1988;
Total Nacional;Española;De 25 a 29 años;1987;
Total Nacional;Española;De 25 a 29 años;1986;
Total Nacional;Española;De 25 a 29 años;1985;
Total Nacional;Española;De 25 a 29 años;1984;
Total Nacional;Española;De 25 a 29 años;1983;
Total Nacional;Española;De 25 a 29 años;1982;
Total Nacional;Española;De 25 a 29 años;1981;
Total Nacional;Española;De 25 a 29 años;1980;
Total Nacional;Española;De 25 a 29 años;1979;
Total Nacional;Española;De 25 a 29 años;1978;
Total Nacional;Española;De 25 a 29 años;1977;
Total Nacional;Española;De 25 a 29 años;1976;
Total Nacional;Española;De 25 a 29 años;1975;
Total Nacional;Española;De 30 a 34 años;2024;76,88
Total Nacional;Española;De 30 a 34 años;2023;78,19
Total Nacional;Española;De 30 a 34 años;2022;80,6
Total Nacional;Española;De 30 a 34 años;2021;84,9
Total Nacional;Española;De 30 a 34 años;2020;81,66
Total Nacional;Española;De 30 a 34 años;2019;84,34
Total Nacional;Española;De 30 a 34 años;2018;87,22
Total Nacional;Española;De 30 a 34 años;2017;91,73
Total Nacional;Española;De 30 a 34 años;2016;94,71
Total Nacional;Española;De 30 a 34 años;2015;95,76
Total Nacional;Española;De 30 a 34 años;2014;95,07
Total Nacional;Española;De 30 a 34 años;2013;92,1
Total Nacional;Española;De 30 a 34 años;2012;96,27
Total Nacional;Española;De 30 a 34 años;2011;98,54
Total Nacional;Española;De 30 a 34 años;2010;98,99
Total Nacional;Española;De 30 a 34 años;2009;99,67
Total Nacional;Española;De 30 a 34 años;2008;104,23
Total Nacional;Española;De 30 a 34 años;2007;101,48
Total Nacional;Española;De 30 a 34 años;2006;103,58
Total Nacional;Española;De 30 a 34 años;2005;103,09
Total Nacional;Española;De 30 a 34 años;2004;102,09
Total Nacional;Española;De 30 a 34 años;2003;100,66
Total Nacional;Española;De 30 a 34 años;2002;97,03
Total Nacional;Española;De 30 a 34 años;2001;
Total Nacional;Española;De 30 a 34 años;2000;
Total Nacional;Española;De 30 a 34 años;1999;
Total Nacional;Española;De 30 a 34 años;1998;
Total Nacional;Española;De 30 a 34 años;1997;
Total Nacional;Española;De 30 a 34 años;1996;
Total Nacional;Española;De 30 a 34 años;1995;
Total Nacional;Española;De 30 a 34 años;1994;
Total Nacional;Española;De 30 a 34 años;1993;
Total Nacional;Española;De 30 a 34 años;1992;
Total Nacional;Española;De 30 a 34 años;1991;
Total Nacional;Española;De 30 a 34 años;1990;
Total Nacional;Española;De 30 a 34 años;1989;
Total Nacional;Española;De 30 a 34 años;1988;
Total Nacional;Española;De 30 a 34 años;1987;
Total Nacional;Española;De 30 a 34 años;1986;
Total Nacional;Española;De 30 a 34 años;1985;
Total Nacional;Española;De 30 a 34 años;1984;
Total Nacional;Española;De 30 a 34 años;1983;
Total Nacional;Española;De 30 a 34 años;1982;
Total Nacional;Española;De 30 a 34 años;1981;
Total Nacional;Española;De 30 a 34 años;1980;
Total Nacional;Española;De 30 a 34 años;1979;
Total Nacional;Española;De 30 a 34 años;1978;
Total Nacional;Española;De 30 a 34 años;1977;
Total Nacional;Española;De 30 a 34 años;1976;
Total Nacional;Española;De 30 a 34 años;1975;
Total Nacional;Española;De 35 a 39 años;2024;64,46
Total Nacional;Española;De 35 a 39 años;2023;64,51
Total Nacional;Española;De 35 a 39 años;2022;66,85
Total Nacional;Española;De 35 a 39 años;2021;67
Total Nacional;Española;De 35 a 39 años;2020;63,86
Total Nacional;Española;De 35 a 39 años;2019;65,27
Total Nacional;Española;De 35 a 39 años;2018;65,79
Total Nacional;Española;De 35 a 39 años;2017;67,47
Total Nacional;Española;De 35 a 39 años;2016;68,24
Total Nacional;Española;De 35 a 39 años;2015;67,42
Total Nacional;Española;De 35 a 39 años;2014;65,76
Total Nacional;Española;De 35 a 39 años;2013;63,38
Total Nacional;Española;De 35 a 39 años;2012;65,52
Total Nacional;Española;De 35 a 39 años;2011;65,71
Total Nacional;Española;De 35 a 39 años;2010;63,89
Total Nacional;Española;De 35 a 39 años;2009;62,47
Total Nacional;Española;De 35 a 39 años;2008;62,32
Total Nacional;Española;De 35 a 39 años;2007;58,74
Total Nacional;Española;De 35 a 39 años;2006;56,65
Total Nacional;Española;De 35 a 39 años;2005;53,85
Total Nacional;Española;De 35 a 39 años;2004;51,65
Total Nacional;Española;De 35 a 39 años;2003;49,67
Total Nacional;Española;De 35 a 39 años;2002;46,36
Total Nacional;Española;De 35 a 39 años;2001;
Total Nacional;Española;De 35 a 39 años;2000;
Total Nacional;Española;De 35 a 39 años;1999;
Total Nacional;Española;De 35 a 39 años;1998;
Total Nacional;Española;De 35 a 39 años;1997;
Total Nacional;Española;De 35 a 39 años;1996;
Total Nacional;Española;De 35 a 39 años;1995;
Total Nacional;Española;De 35 a 39 años;1994;
Total Nacional;Española;De 35 a 39 años;1993;
Total Nacional;Española;De 35 a 39 años;1992;
Total Nacional;Española;De 35 a 39 años;1991;
Total Nacional;Española;De 35 a 39 años;1990;
Total Nacional;Española;De 35 a 39 años;1989;
Total Nacional;Española;De 35 a 39 años;1988;
Total Nacional;Española;De 35 a 39 años;1987;
Total Nacional;Española;De 35 a 39 años;1986;
Total Nacional;Española;De 35 a 39 años;1985;
Total Nacional;Española;De 35 a 39 años;1984;
Total Nacional;Española;De 35 a 39 años;1983;
Total Nacional;Española;De 35 a 39 años;1982;
Total Nacional;Española;De 35 a 39 años;1981;
Total Nacional;Española;De 35 a 39 años;1980;
Total Nacional;Española;De 35 a 39 años;1979;
Total Nacional;Española;De 35 a 39 años;1978;
Total Nacional;Española;De 35 a 39 años;1977;
Total Nacional;Española;De 35 a 39 años;1976;
Total Nacional;Española;De 35 a 39 años;1975;
Total Nacional;Española;De 40 a 44 años;2024;16,55
Total Nacional;Española;De 40 a 44 años;2023;16,85
Total Nacional;Española;De 40 a 44 años;2022;17,18
Total Nacional;Española;De 40 a 44 años;2021;16,95
Total Nacional;Española;De 40 a 44 años;2020;16,07
Total Nacional;Española;De 40 a 44 años;2019;16,33
Total Nacional;Española;De 40 a 44 años;2018;16,67
Total Nacional;Española;De 40 a 44 años;2017;16,61
Total Nacional;Española;De 40 a 44 años;2016;16,33
Total Nacional;Española;De 40 a 44 años;2015;15,75
Total Nacional;Española;De 40 a 44 años;2014;15,04
Total Nacional;Española;De 40 a 44 años;2013;14,31
